Price,Bedrooms,Bathrooms,Size
R1499000,5,2,272m²
R11750000,2,2,198m²
R4999000,2,2,160m²
R4750000,6,2,237m²
R730000,2,1,118m²
R1325000,4,1,260m²
R1800000,1,1,47m²
R6800000,3,2.5,606m²
R7449000,N/A,N/A,216m²
R1399000,1,1,49m²
R2950000,5,2,550m²
R1995000,3,1.5,106m²
R15000000,N/A,N/A,4000m²
R1395000,2,2,76m²
R1950000,3,2,496m²
R3795000,2,2,66m²
R3695000,2,2,66m²
R2999000,2,1,96m²
R15000000,N/A,N/A,4000m²
R15500000,N/A,N/A,2488m²
R1399000,4,1,405m²
N/A,N/A,N/A,N/A
R2880000,2,2,3742m²
R6250000,2,2.5,120m²
R1748000,3,1.5,N/A
R3150000,3,2,108m²
R1195000,N/A,1,27m²
R1295000,2,1,70m²
R2595000,3,3,137m²
R1400000,2,1,37m²
R2550000,3,2.5,N/A
R2290000,5,4,624m²
R1050000,3,1,318m²
R3599000,2,2,88m²
R1985000,N/A,N/A,397m²
R1800000,2,1,82m²
R4600000,5,4,929m²
R1450000,1,1,55m²
R3750000,3,2,280m²
R1350000,N/A,N/A,868m²
R2990000,2,1,75m²
R3750000,3,2,280m²
R2290000,3,2,260m²
N/A,N/A,N/A,N/A
R12000000,N/A,N/A,16.5ha
R1500000,0.5,1,43m²
R4199000,3,1,209m²
R19950000,4,4.5,503m²
R10995000,4,4,1355m²
R2350000,2,1.5,137m²
R4600000,4,3,834m²
R2195000,3,2,104m²
R350000,2,1,150m²
R1400000,3,1.5,468m²
R1925000,1,1,77m²
R3695000,4,2.5,999m²
R1199000,4,2,254m²
R12995000,3,3.5,187m²
R9750000,3,3.5,201m²
R1950000,1,1,56m²
R1595000,2,1,162m²
R3050000,2,1,76m²
R9750000,3,3.5,201m²
R6995000,3,2,461m²
R5999000,2,2.5,100m²
N/A,N/A,N/A,N/A
R35000000,4,3,1165m²
R2500000,2,1,83m²
R22250000,N/A,N/A,1000m²
R15750000,12,12,720m²
R3308000,N/A,N/A,318m²
R6795000,N/A,N/A,1.15ha
R16900000,3,3,863m²
R1800000,3,2,265m²
R4500000,N/A,N/A,481m²
R5495000,2,2,88m²
R3295000,6,2,520m²
R3550000,3,2,922m²
R8990000,6,6,4109m²
R6950000,N/A,N/A,4104ha
R11000000,N/A,N/A,501m²
R2695000,2,1,77m²
R1595000,1,1,42m²
R15750000,12,12,720m²
R52000000,6,7,930m²
R1200000,1,1,46m²
R1350000,2,1,52m²
N/A,N/A,N/A,N/A
R4300000,6,5,918m²
R2685000,4,2,702m²
R4250000,2,2,161m²
R3500000,3,2,102m²
R2600000,2,2,73m²
R1680000,1,1,43m²
R2200000,1.5,1,65m²
R1795000,3,2,520m²
R1700000,2,1,87m²
R4750000,4,3,650m²
R29500000,2,2,177m²
R1595000,2,1,63m²
R2595000,2,1,139m²
R9500000,3,3.5,208m²
R2685000,4,2,702m²
R1999000,0.5,1,41m²
R3150000,3,1,227m²
R4499000,4,3,833m²
R5900000,10,4,277m²
R2200000,0.5,1,41m²
R3995000,2,2,78m²
N/A,N/A,N/A,N/A
R12995000,3,3,210m²
R1745000,2,1,85m²
R3150000,1,1,53m²
R1495000,3,2,198m²
R3995000,4,3,292m²
R9995000,N/A,N/A,1979m²
R1995000,3,2,139m²
R1295000,N/A,N/A,N/A
R3250000,1,1,69m²
R25300000,3,3.5,577m²
R1900000,3,2,558m²
R25300000,3,3.5,577m²
R7995000,3,2.5,170m²
R2495000,3,2,475m²
R995000,1,1,N/A
R8450000,3,3,257m²
R7800000,3,2,584m²
R1595000,4,3,507m²
R15950000,4,3,600m²
R4295000,2,2,112m²
R3900000,5,4,495m²
N/A,N/A,N/A,N/A
R24310500,N/A,N/A,853m²
R15995000,2,2.5,221m²
R28000000,N/A,N/A,5000m²
R1295000,0.5,1,62m²
R4750000,2,2,225m²
R1995000,1,1,47m²
R2200000,3,1,596m²
R2800000,2,2,85m²
R3495000,4,4,499m²
R1595000,0.5,1.5,38m²
R7500000,N/A,N/A,10ha
R2250000,3,1,496m²
R5400000,2,2,91m²
R10995000,4,3,617m²
R23500000,6,4,7663m²
R8000000,5,5,535m²
R3900000,3,2.5,110m²
R9900000,3,3,234m²
R7800000,N/A,N/A,850m²
R7500000,N/A,N/A,10ha
R1600000,1,1,N/A
N/A,N/A,N/A,N/A
R8950000,4,4,169m²
R23500000,3,3.5,187m²
R2595000,2,1,79m²
R2595000,2,1,79m²
R6990000,2,1.5,119m²
R3800000,2,1,78m²
R6200000,4,3.5,155m²
R4950000,2,2,700m²
R6700000,1,1,67m²
R4990000,4,3.5,496m²
R1700000,1,1,38m²
R32500000,5,5.5,2053m²
R5950000,N/A,N/A,442m²
R2100000,N/A,N/A,95m²
R5450000,2,2,150m²
R3195000,1,1,63m²
R3500000,3,1,496m²
R8500000,5,4,965m²
R1950000,2,1,165m²
R3195000,3,2,315m²
R3350000,5,2,446m²
N/A,N/A,N/A,N/A
R160000000,7,7,3240m²
R79000000,3,4.5,431m²
R1370000,2,1,198m²
R3785000,2,2,78m²
R1500000,1,1,65m²
R1800000,2,1,65m²
R9950000,N/A,N/A,507m²
R3250000,3,2,90m²
R6995000,2,2.5,178m²
R24995000,4,4,398m²
R6995000,2,2.5,178m²
R1895000,3,3,570m²
R899000,3,1,88m²
R9200000,2,2,144m²
R12495000,6,5,859m²
R5995000,2,1.5,136m²
R2750000,2,1,73m²
R2800000,3,2,495m²
R33000000,N/A,N/A,25.889ha
R895000,1,1,38m²
R880000,N/A,1,33m²
N/A,N/A,N/A,N/A
R11950000,4,4.5,1500m²
R1695000,3,1,222m²
R2995000,3,2.5,120m²
R11000000,6,4.5,1009m²
R1450000,1,1,55m²
R290000,1,1,174m²
R5500000,N/A,N/A,290m²
R885000,2,1,47m²
R1699000,3,2,535m²
R5000000,N/A,N/A,1203m²
R1695000,2,1,87m²
R4995000,3,2,147m²
R2295000,1,1,60m²
R12000000,4,2.5,1315m²
R7950000,3,3,192m²
R2495000,4,2,625m²
R6495000,2,2,92m²
R8900000,4,3,504m²
R769999,3,1,160m²
R6495000,2,2,92m²
R3950000,2,2,102m²
N/A,N/A,N/A,N/A
R1109000,0.5,1,24m²
R2295000,3,2,444m²
R1395000,1,1,53m²
R2250000,1,1,70m²
R1050000,1,1,63m²
R1495000,2,1.5,92m²
R949000,2,1,60m²
R1150000,2,1,50m²
R3250000,2,2.5,108m²
R9500000,3,2,168m²
R1290000,1,1,24m²
R19950000,4,3.5,957m²
R1850000,1,1,54m²
R1950000,3,1,13589m²
R1099000,1,1,48m²
R2650000,1,1,42m²
R1050000,1,1,63m²
R2995000,4,3,N/A
R1250000,0.5,1,41m²
R57036600,1,1,1358m²
R1475000,5,4,313m²
N/A,N/A,N/A,N/A
R17960000,3,3.5,224m²
R8995000,8,7,2002m²
R1200000,1,1,46m²
R4600000,3,2,206m²
R1890000,1,1,54m²
R480000,2,1,N/A
R2790000,4,2,495m²
R2495000,2,1,82m²
R1995000,2,1,63m²
R990000,2,1,201m²
R1850000,1,1,62m²
R13750000,2,2,95m²
R115000000,4,4,751m²
R5000000,2,2,90m²
R28900000,8,9.5,1111m²
R4650000,5,3,397m²
R2795000,2,2,175m²
R1995000,0.5,1,49m²
R3650000,2,1.5,100m²
R6500000,5,5,950m²
R3650000,2,1.5,100m²
N/A,N/A,N/A,N/A
R2989000,2,1.5,77m²
R2450000,1,1,56m²
R11500000,4,4.5,484m²
R1850000,1,1,50m²
R2150000,0.5,1,37m²
R870000,2,1,65m²
R1950000,1,1,56m²
R2200000,6,2,488m²
R8500000,4,3,950m²
R795000,1,1,32m²
R1250000,2,1,69m²
R2700000,0.5,1,49m²
R2600000,0.5,1,49m²
R2100000,1,1,63m²
R10500000,3,3,170m²
R2199000,3,2,414m²
R5875000,3,2.5,1315m²
R2500000,N/A,N/A,120m²
R2200000,6,2,488m²
R1250000,3,2,N/A
R2595000,2,1,90m²
N/A,N/A,N/A,N/A
R17995000,5,4,969m²
R8540000,2,2.5,155m²
R2500000,3,3,104m²
R3895000,4,4,907m²
R2700000,N/A,N/A,388m²
R2995000,3,1,495m²
R1100000,1,1,41m²
R2195000,3,1,495m²
R2799000,3,2,490m²
R1495000,4,2,236m²
R17995000,3,3.5,1207m²
R5495000,8,4,1366m²
R49500000,4,4.5,467m²
R1995000,1,1,60m²
R1750000,2,2,110m²
R1395000,4,1,375m²
R1995000,2,2,86m²
R2995000,3,1,495m²
R845000,0.5,1,36m²
R1595000,1,1,42m²
R1845000,1,1,48m²
N/A,N/A,N/A,N/A
R6500000,3,3,N/A
R925000,2,1,50m²
R2350000,1,1,81m²
R2385000,2,1,84m²
R32000000,4,4.5,449m²
R1075000,2,1,70m²
R2300000,2,2,63m²
R20999000,6,6.5,N/A
R1795000,N/A,1,42m²
R1895000,1,1,49m²
R1750000,2,2,62m²
R4550000,2,2,117m²
R1100000,3,2,495m²
R6950000,2,2.5,150m²
R6950000,2,2.5,150m²
R1650000,N/A,1,33m²
R3450000,1,1,78m²
R2499000,4,2,580m²
R2495000,1,1,74m²
R759000,3,1,157m²
R5000000,2,1,61m²
N/A,N/A,N/A,N/A
R9950000,3,3.5,370m²
R3850000,2,1,97m²
R3750000,4,3,548m²
R1300000,2,1,78m²
R2490000,2,2,67m²
R2350000,2,2,184m²
R2695000,3,1.5,595m²
R9995000,4,3,424m²
R1300000,2,1,54m²
R3250000,2,1.5,109m²
R19950000,12,12,638m²
R4250000,2,2,73m²
R15995000,4,3.5,4180m²
R3999999,4,3,991m²
R3850000,2,1,97m²
R3750000,N/A,N/A,211m²
R2550000,2,1.5,75m²
R680000,2,1,108m²
R8850000,2,2.5,119m²
R1950000,5,2,439m²
R1850000,3,2,102m²
N/A,N/A,N/A,N/A
R1995000,0.5,1,20m²
R2250000,4,2,506m²
R1950000,1,1,59m²
R1325000,1,1,79m²
R28000000,N/A,N/A,5000m²
R4100000,3,2,530m²
R1950000,2,2,N/A
R3300000,3,2,497m²
R6495000,2,2,167m²
R1325000,1,1,79m²
R1625000,0.5,1,25m²
R1850000,0.5,1,38m²
R2950000,1,2,117m²
R860000,2,1,288m²
R3795000,3,1.5,229m²
R4990000,N/A,N/A,400m²
R3500000,3,2,109m²
R1650000,1,1,60m²
R35000000,7,6,835m²
R4199000,3,1,209m²
R1625000,4,1,200m²
N/A,N/A,N/A,N/A
R2095000,0.5,1,40m²
R7900000,3,3,269m²
R2800000,6,3,777m²
R3700000,N/A,N/A,270m²
R2200000,3,1,N/A
R1450000,2,1,79m²
R2499000,2,1,N/A
R9500000,4,3,757m²
R2850000,3,1.5,107m²
R4995000,2,2.5,204m²
R3500000,3,2,124m²
R25300000,3,3.5,577m²
R1350000,2,1,81m²
R29450000,N/A,N/A,6460m²
R1450000,2,1,79m²
R12500000,4,2.5,458m²
R2200000,7,3,546m²
R13000000,N/A,N/A,2400m²
R1395000,1,1,67m²
R730000,1,1,39m²
R2500000,2,1,N/A
N/A,N/A,N/A,N/A
R7000000,N/A,N/A,885m²
R2100000,4,3,480m²
R895000,0.5,1,38m²
R1620000,N/A,N/A,1152m²
R15999000,4,4.5,N/A
R1990000,2,1,95m²
R1350000,1,1,100m²
R13900000,16,13,467m²
R1295000,1,1,39m²
R3600000,N/A,N/A,5470m²
R3395000,3,2.5,160m²
R1999999,2,2,62m²
R4695000,3,2,N/A
R1295000,1,1,39m²
R3895000,2,2,73m²
R4690000,2,1,77m²
R7200000,3,3,316m²
R2950000,3,3,112m²
R1995000,2,1,61m²
R13750000,4,4.5,4000m²
R7500000,4,3,1408m²
N/A,N/A,N/A,N/A
R11995000,3,4.5,545m²
R1150000,2,1,60m²
R7345000,3,2,160m²
R5495000,3,3,675m²
R2500000,N/A,N/A,1000m²
R2500000,0.5,1,49m²
R995000,N/A,1,37m²
R2175000,2,2,88m²
R2400000,2,1,194m²
R5495000,3,3,675m²
R2495000,1,1,63m²
R2850000,1,1,82m²
R1899999,3,1.5,498m²
R35000000,4,3.5,696m²
R1895000,2,1,95m²
R30576700,2,1,743m²
R1495000,1,1,45m²
R520000,N/A,1,N/A
R56000000,5,5,1487m²
R1650000,1,1,38m²
R1790000,1,1,43m²
N/A,N/A,N/A,N/A
R1345000,2,1,88m²
R2625000,1,1,82m²
R1100000,1,1,75m²
R2250000,3,2,255m²
R2095000,1,1,47m²
R2700000,0.5,1,49m²
R5650000,2,2,149m²
R895000,3,1,200m²
R1500000,1,1,N/A
R2395000,2,1,77m²
R860000,2,1,45m²
R390000,N/A,1,30m²
R9950000,3,3.5,208m²
R895000,3,1,200m²
R3895000,5,3,N/A
R4995000,1,1,83m²
R4300000,3,1.5,N/A
R9900000,N/A,N/A,856m²
R4000000,N/A,N/A,396m²
R6250000,4,4,918m²
R3295000,3,2.5,150m²
N/A,N/A,N/A,N/A
R1700000,2,2,62m²
R1200000,2,1,197m²
R1895000,4,2,688m²
R5900000,2,2,188m²
R880000,2,1,59m²
R75000000,6,6,N/A
R820000,3,1,238m²
R18900000,4,4,475m²
R1335000,2,2,51m²
R825000,1,1,37m²
R17500000,4,4.5,416m²
R2395000,1,1,68m²
R2500000,1,1,71m²
R2695000,3,1.5,428m²
R38000000,4,5,1380m²
R1500000,2,1,219m²
R825000,1,1,37m²
R1595000,1,1,38m²
R3250000,2,2,109m²
R1850000,2,1.5,93m²
R25900000,5,7.5,4057m²
N/A,N/A,N/A,N/A
R2995000,4,2,322m²
R2200000,2,1,63m²
R3950000,4,2,256m²
R5450000,N/A,N/A,950m²
R4200000,3,2,107m²
R1050000,1,1,41m²
R30500000,5,5.5,1506m²
R1995000,2,1,103m²
R899000,2,1,45m²
R850000,4,1,N/A
R6950000,N/A,N/A,486m²
R2000000,2,2,73m²
R39000000,4,4,376m²
R4200000,3,2,107m²
R3600000,2,2,112m²
R1000000,1,1,35m²
R7995000,3,2,145m²
R1650000,N/A,1,38m²
R6250000,1,1,186m²
R750000,2,1,66m²
R2295000,4,1.5,132m²
N/A,N/A,N/A,N/A
R5900000,N/A,N/A,1m²
R159999999,8,7.5,940m²
R8750000,4,2,914m²
R8400000,N/A,N/A,390m²
R895000,2,1,45m²
R1895000,1,1,49m²
R2495000,2,1,133m²
R19995000,N/A,N/A,1203m²
R8950000,3,3,538m²
R15500000,7,5.5,2124m²
R2695000,4,2,823m²
R1890000,2,1,93m²
R1890000,2,1,93m²
R1350000,3,2,496m²
R1400000,2,1,119m²
R29995000,5,5.5,4011m²
R1580000,5,2,212m²
R1050000,0.5,1,41m²
R7900000,5,4.5,2038m²
R895000,1,1,32m²
R1245000,2,2,178m²
N/A,N/A,N/A,N/A
R9999000,N/A,N/A,11400m²
R2150000,0.5,1,37m²
R1150000,0.5,1,32m²
R750000,3,2,223m²
R2150000,0.5,1,37m²
R16990000,N/A,N/A,2106m²
R4495000,2,2,123m²
R895000,3,2,80m²
R2500000,1,1,54m²
R1750000,2,1,45m²
R3550000,1,1,55m²
POA,3,2,268m²
R1995000,4,2,470m²
R1145000,1,1,55m²
R1295000,2,1,541m²
R35000000,5,4,813m²
R420000,N/A,1,32m²
R1750000,2,1,127m²
R1595000,2,1,134m²
R6295000,4,3,1051m²
R1395000,1,1,56m²
N/A,N/A,N/A,N/A
R1895000,2,1,91m²
R895000,1,1,36m²
R1999000,5,2,496m²
R449000,1,1,45m²
R16990000,N/A,N/A,2106m²
R11950000,5,4.5,1062m²
R9995000,2,2.5,125m²
R5450000,2,2,182m²
R6950000,5,3.5,1065m²
R2599000,4,2,650m²
R1695000,1,1,64m²
R625000,3,1,56m²
R24500000,N/A,N/A,1088m²
R1750000,1,1,38m²
R14750000,4,3.5,694m²
R2190000,1,1,48m²
R5099000,3,3,141m²
R1375000,2,1,67m²
R34995000,5,5.5,1838m²
R34995000,5,5.5,1838m²
R1495000,4,2,271m²
N/A,N/A,N/A,N/A
R1550000,1,1,44m²
R1590000,3,1,74m²
R2100000,3,2,417m²
R5900000,3,2,97m²
R5450000,2,2,87m²
R7100000,N/A,N/A,637m²
R3800000,3,1,105m²
R1100000,3,2,207m²
R2595000,2,1.5,105m²
R5990000,2,2,900m²
R749900,2,1,53m²
R2500000,N/A,N/A,93m²
R1995000,3,2,598m²
R1650000,1,1,49m²
R8495000,4,4,156m²
R4450000,2,2,97m²
R1600000,8,3,297m²
R2675000,1,1,62m²
R8495000,4,4,156m²
POA,N/A,N/A,565m²
R3950000,4,3,977m²
N/A,N/A,N/A,N/A
R16499000,6,5,3449m²
R1780000,2,1,51m²
R350000,2,1,108m²
R1495000,1,1,53m²
R4950000,3,2,115m²
R4195000,4,2,692m²
R16500000,5,5.5,2679m²
R1295000,3,1,667m²
R2010000,1,1,35m²
R900000,0.5,1,26m²
R1800000,3,1,357m²
R1250000,0.5,1,32m²
R27000000,N/A,N/A,3200m²
R7150000,2,3,108m²
R3495000,N/A,N/A,210m²
R2350000,2,2,64m²
R2700000,1,1,N/A
R2350000,2,1,68m²
R1699000,2,1,60m²
R3295263,2,1,78m²
R4950000,3,2,115m²
N/A,N/A,N/A,N/A
R2995000,N/A,N/A,423m²
R3500000,N/A,N/A,1044m²
R1395000,2,1,56m²
R1245000,2,1,78m²
R5850000,2,2,144m²
R2250000,5,2,480m²
R2140000,3,3,N/A
R925000,1,1,43m²
R2495000,0.5,1,32m²
R2450000,3,2,287m²
R1350000,2,2,71m²
R695000,2,1,53m²
R6490000,2,2,119m²
R60000000,7,5.5,1234m²
R899000,2,1,339m²
R2499000,2,2,69m²
R19000000,3,2,237m²
R2450000,1,1,63m²
R950000,3,1,596m²
R60000000,7,5.5,1234m²
R895000,2,1,45m²
N/A,N/A,N/A,N/A
R5495000,2,2,85m²
R2750000,3,2,305m²
R2250000,2,1,97m²
R2950000,2,1,120m²
POA,3,1.5,496m²
R3045000,N/A,N/A,223m²
R3295000,2,1,96m²
R3295000,2,1,96m²
R1750000,1,1,42m²
R6195000,N/A,N/A,20620m²
R3299000,2,2,76m²
R1849000,3,2,613m²
R2750000,2,1,150m²
R1275000,2,1,N/A
R1105000,0.5,1,N/A
R1260000,3,2,155m²
R2245000,2,1,99m²
R2099000,3,1,496m²
R2350000,4,2,496m²
R1399000,2,2,214m²
R1800000,8,4,490m²
N/A,N/A,N/A,N/A
R8950000,3,2.5,173m²
R1525000,2,2,59m²
R1100000,1,1,43m²
R1650000,2,2,61m²
R7150000,3,2.5,495.1m²
R98000000,5,5.5,541m²
R3700000,4,2,478m²
R1750000,1,1,46m²
R2995000,2,2,82m²
R3995000,N/A,N/A,51000m²
R2000000,2,2.5,109m²
R1100000,1,1,43m²
R1495000,3,2,533m²
R36750000,4,3,520m²
R2950000,1,1,89m²
R16450000,4,4,421m²
R1850000,4,2,572m²
R3999000,3,1,99m²
R2495000,1,1,59m²
R999995,2,1,240m²
R10950000,3,3,668m²
N/A,N/A,N/A,N/A
R1800000,1,1,50m²
R28000000,4,N/A,N/A
R3799000,4,4,N/A
R4500000,5,3,495m²
R1390000,4,3,300m²
R4800000,3,2,492m²
R1950000,0.5,1,27m²
R850000,2,1,65m²
R2650000,3,2,480m²
R1495000,4,1,520m²
R2195000,3.5,2,170m²
R2750000,2,2,612m²
R7350000,N/A,N/A,1420m²
R7550000,3,3,241m²
R449000,N/A,N/A,313m²
R1850000,1,1,45m²
R1350000,1,1,41m²
R2890000,8,4,514m²
R4950000,3,2,698m²
R1950000,5,2,499m²
R28000000,4,N/A,N/A
N/A,N/A,N/A,N/A
R1275000,2,1,200m²
R9350000,2,2,123m²
R13850000,2,2,186m²
R1195000,2,1,121m²
R2279000,5,2,536m²
R3300000,N/A,N/A,496m²
R3400000,4,2.5,902m²
R13850000,2,2,186m²
R1245000,3,2,126m²
R1980000,1,1,38m²
R2950000,2,1,134m²
R1800000,2,1,81m²
R2095000,3,2,138m²
R1135000,1,1,24m²
R3299000,4,2,262m²
R2950000,2,2,72m²
R1895000,3,2,N/A
R11500000,4,4,327m²
R10995000,5,4.5,505m²
R12995000,3,3,83m²
R42500000,4,4.5,532m²
N/A,N/A,N/A,N/A
R2750000,1,1,72m²
R2850000,1,1,67m²
R280000,3,1,148m²
R2999000,3,2,202m²
R2750000,3,3,650m²
R15950000,4,3,600m²
R4400000,6,5,538m²
R10950000,1,1,83m²
R24000000,8,8,2500m²
R2300000,1,1,67m²
R2495000,1,1,53m²
R3000000,N/A,N/A,423m²
R1050000,2,1,53m²
R11000000,N/A,N/A,1298m²
R4550000,3,2,3742m²
R1495000,3,1,271m²
R3050000,2,2,335m²
R3200000,2,2,324m²
R11000000,N/A,N/A,1298m²
R700000,2,2,N/A
R2300000,2,2,63m²
N/A,N/A,N/A,N/A
R1500000,3,1,72m²
R5995000,10,7,1205m²
R14040000,N/A,N/A,7107m²
R2190000,5,3,479m²
R2395000,3,1,140m²
R27500000,6,6.5,3857m²
R7999000,2,2,450m²
R1700000,2,2,85m²
R13750000,4,3,267m²
R1250000,2,1,51m²
R1650000,2,1,74m²
R2550000,4,2,595m²
R4750000,3,1.5,121m²
R4750000,3,1.5,121m²
R2950000,N/A,1,40m²
R5850000,2,2,84m²
R3300000,N/A,N/A,297m²
R549900,1,1,22m²
R18900000,4,4.5,1011m²
R2900000,1,1,44m²
R475000,1,1,34m²
N/A,N/A,N/A,N/A
R820000,1,1,41m²
R3750000,2,2,94m²
R10999000,3,4,1350m²
R2950000,2,2,78m²
R2200000,3,1,540m²
R12500000,4,4,1353m²
R1300000,0.5,1,38m²
R22500000,3,3,924m²
R7450000,3,2.5,233m²
R1595000,N/A,1,20m²
R2390000,2,3,270m²
R4999000,N/A,N/A,365m²
R1899000,N/A,N/A,N/A
R2350000,2,2,145m²
R1899000,N/A,N/A,N/A
R1630000,2,1,54m²
R5650000,2,2,82m²
R5995000,4,4,620m²
R1650000,1,1,65m²
R2625000,3,2,122m²
R1750000,N/A,1,31m²
N/A,N/A,N/A,N/A
R17500000,3,2,704m²
R2650000,3,2,228m²
R13995000,2,2,214m²
R11500000,N/A,N/A,540m²
R4700000,2,2,120m²
R2730000,2,2,N/A
R6850000,3,3,60m²
R1950000,2,2,252m²
R1295000,3,2,463m²
R2850000,2,2,108m²
R2600000,1,1,55m²
R3000000,2,1.5,95m²
R2095000,3,2,475m²
R5495000,2,2,111m²
R1350000,1,1,57m²
R24450000,4,4.5,N/A
R2645000,5,3,612m²
R1675000,1,1,58m²
R39950000,3,3,304m²
R24450000,4,4.5,N/A
R6900000,N/A,N/A,7ha
N/A,N/A,N/A,N/A
R1665000,3,2,218m²
R450000,N/A,1,36m²
R4295000,2,1.5,122m²
R5495000,3,3,903m²
R2650000,5,2,284m²
R975000,0.5,1,32m²
R1950000,1,1,56m²
R2550000,2,1,90m²
R1780000,2,2,262m²
R3995000,2,2,110m²
R1895000,1,1,43m²
R1500000,N/A,1,35m²
R26648000,N/A,N/A,700m²
R4000000,2,2,92m²
R2750000,2,1,79m²
R1800000,2,1,115m²
R4365000,2,2,117m²
R1700000,1,1,129m²
R30000000,4,4.5,602m²
R1195000,1,1,36m²
R3995000,2,2,110m²
N/A,N/A,N/A,N/A
R3250000,3,1.5,106m²
R1800000,N/A,N/A,90m²
R4995000,3,3,495m²
R7995000,3,3,446m²
R2650000,2,1,81m²
R5999900,2,2,101m²
R1250000,1,1,42m²
R5500000,4,2,678m²
R2995000,1,1,45m²
R4695000,5,3,440m²
R1890000,1,1,48m²
R6150000,4,4,207m²
R1500000,2,1,98m²
R7000000,N/A,N/A,47835m²
R1850000,2,1,124m²
R2995000,1,1,45m²
R975000,2,1,N/A
R3000000,N/A,N/A,226m²
R4550000,2,2.5,86m²
R1799999,2,1,110m²
R16950000,3,3,220m²
N/A,N/A,N/A,N/A
R1200000,0.5,1,24m²
R1673000,2,1,37m²
R2230000,2,2,139m²
R2150000,N/A,N/A,164m²
R3300000,2,2,80m²
R26500000,3,2.5,204m²
R950000,3,1,69m²
R1595000,2,1,61m²
R1650000,1,1,39m²
R1900000,2,1,53m²
R2295000,2,1,70m²
R2750000,2,2,76m²
R1499999,3,2,333m²
R10500000,3,2,603m²
R1100000,0.5,1,37m²
R1500000,1,1,68m²
R1673000,2,1,37m²
R4999000,4,3,981m²
R4500000,3,2.5,132m²
R6500000,2,1,647m²
R5750000,6,5,937m²
N/A,N/A,N/A,N/A
R2450000,1,1,48m²
R1850000,2,1,93m²
R590000,2,1,53m²
R16950000,N/A,N/A,324m²
R2300000,1,1,60m²
R1295000,2,1,57m²
R2850000,2,2,103m²
R6880000,N/A,N/A,205m²
R499000,1,1,45m²
R949000,1,1,56m²
R6880000,N/A,N/A,205m²
R2995000,2,1,69m²
R12950000,5,5.5,503m²
R1495000,3,2.5,321m²
R1600677,2,1,55m²
R650000,3,1,160m²
R1810000,0.5,1,32m²
R2395000,1,1,63m²
R825000,1,1,40m²
R5195000,3,3,198m²
R28000000,N/A,N/A,5000m²
N/A,N/A,N/A,N/A
R1495000,3,1,325m²
R8995000,4,4,536m²
R5950000,3,2,714m²
R860000,1,1,40m²
R5950000,N/A,N/A,179m²
R21000000,N/A,N/A,1222m²
R50000000,N/A,N/A,2354m²
R3995000,2,1,78m²
R995000,2,1,57m²
R32300000,5,5.5,1383m²
R2900000,1,1,41m²
R1695000,3,2,626m²
R21750000,N/A,N/A,1744m²
R2198000,2,1,845m²
R350000,7,2,168m²
R2700000,1,1,67m²
R16950000,N/A,N/A,53.403ha
R2895000,1,1,45m²
R4600000,2.5,2,118m²
R1099999,2,1,375m²
R16950000,N/A,N/A,53.403ha
N/A,N/A,N/A,N/A
R15500000,3,3.5,364m²
R7900000,3,2,133m²
R2895000,2,2,88m²
R8995000,5,3.5,1000m²
R3000000,0.5,1,49m²
R56350000,3,3,263m²
R5500000,N/A,N/A,555m²
R2569000,2,1,65m²
R3250000,4,2,349m²
R36000000,N/A,N/A,1000m²
R9900000,N/A,N/A,679m²
R36000000,N/A,N/A,1000m²
R12500000,2,2.5,265m²
R1399000,2,1,N/A
R4795000,2,2,133m²
R699000,1,1.5,53m²
R9990000,3,3.5,N/A
R6850000,2,2,97m²
R4799000,2,2,132m²
R2495000,2,1,254m²
R3300000,N/A,N/A,N/A
N/A,N/A,N/A,N/A
R2295000,1,1,56m²
R1680000,3,1,63m²
R41500000,4,4,785m²
POA,N/A,N/A,989m²
R4000000,4,3,418m²
R2195000,1,1,46m²
R3475000,1,1,65m²
R9500000,3,3,2450m²
R700000,2,1,68m²
R895000,1,1,47m²
R1050000,2,1,56m²
R1100000,3,1,338m²
R2100000,4,1,506m²
R4750000,2,2,98m²
POA,N/A,1,38m²
R4000000,4,3,418m²
R1350000,N/A,N/A,66m²
R3999999,4,2,N/A
R2350000,2,1,86m²
R3995000,1,1,70m²
R5500000,2,2,570m²
N/A,N/A,N/A,N/A
R1850000,3,1,613m²
R650000,2,1,105m²
R4995000,2,2,113m²
R2350000,3,2.5,117m²
R5500000,2,2,98m²
R2090000,2,1,62m²
R1300000,0.5,1,38m²
R1099000,2,1,70m²
R2400000,3,1.5,292m²
R2250000,2,2.5,109m²
R2495000,3,2,609m²
R5250000,4,2,819m²
R2370000,2,1,169m²
R1099000,2,1,70m²
R1695000,2,1,65m²
R7000000,N/A,N/A,541m²
R42950000,11,11,860m²
R6400000,3,3.5,106m²
R1495000,2,1,85m²
R890000,1,1,N/A
R3100000,3,1.5,491m²
N/A,N/A,N/A,N/A
R850000,2,1,43m²
R7850000,2,2,109m²
R1095000,2,1,51m²
R2599999,11,11,340m²
R8850000,4,3.5,312m²
R1850000,2,2,61m²
R280000,2,1,101m²
R1400000,5,1,308m²
R4990000,4,2,N/A
R1850000,2,1,62m²
R35000000,N/A,N/A,3208m²
R1395000,2,1.5,77m²
R27950000,5,5,1152m²
R27950000,5,5,1152m²
R33000000,11,10,4095m²
R3995000,2,2,145m²
